,pubchem id,common name,flavor profile
2264,16617,Isopentyl hexanoate,"{'apple', 'fruity', 'pineapple', 'banana', 'green'}"
2265,16666,l-Menthol,"{'tobacco', 'mentholic', 'peppermint', 'cooling', 'camphoraceous', 'minty'}"
2266,16800,2-Pentylpyridine,"{'fat', 'herbal', 'fatty', 'tallow', 'pepper', 'mushroom', 'green'}"
2267,16821,gamma-Dodecalactone,"{'metallic', 'fruit', 'fatty', 'sweet', 'flower', 'fruity', 'musty', 'peach'}"
2268,16832,Isopropyl Hexanoate,"{'berry', 'logenberry', 'fruity', 'pineapple', 'fresh'}"
2269,16872,Hexyl isobutyrate,"{'berry', 'apple', 'grape', 'ripe', 'sweet', 'fruity', 'pear', 'wine', 'green'}"
2270,17000,"2,2,6-Trimethylcyclohexanone","{'pungent', 'honey', 'labdanum', 'cistus', 'thujone'}"
2271,17100,alpha-TERPINEOL,{''}
2272,17121,1-Octen-3-yl acetate,"{'herbal', 'green', 'fruity', 'fresh', 'oily', 'lavender'}"
2273,17129,2-METHYLBUTYL 2-METHYLBUTYRATE,"{'berry', 'apple', 'ester', 'sweet', 'waxy', 'fruity', 'green'}"
2274,17525,Hexyl Butyrate,"{'apple peel', 'soapy', 'apple', 'sweet', 'waxy', 'fruity', 'green'}"
2275,17623,Methyl 2-Acetamidobenzoate,"{'fruity', 'very mild', 'powdery', 'strawberry'}"
2276,17739,2-Methoxy-4-Propylphenol,"{'soapy', 'fishy', 'sharp', 'balsam', 'sweet', 'allspice', 'powdery', 'anise', 'spicy', 'pepper', 'phenolic', 'phenol', 'clove'}"
2277,17868,3-Thujene,"{'herb', 'wood', 'woody', 'green'}"
2278,18467,2-Methoxypyrazine,"{'cocoa', 'sweet', 'nutty'}"
2279,18522,2-Methyltetrahydrofuran-3-One,"{'solvent', 'buttery', 'sweet', 'bread', 'nutty'}"
2280,18554,2-Ethylfuran,"{'earthy', 'sweet', 'burnt', 'malty'}"
2281,18635,3-(Methylthio)propionaldehyde,"{'vegetable', 'fishy', 'tomato', 'earthy', 'potato', 'creamy', 'musty', 'cooked potato', 'beef', 'peanut'}"
2282,18698,Delta-Nonalactone,"{'coconut', 'sweet', 'coumarin', 'creamy', 'milky'}"
2283,18818,Sabinene,"{'terpene', 'wood', 'turpentine', 'pine', 'pepper', 'spice', 'woody', 'citrus'}"
2284,18827,1-Octen-3-Ol,"{'fishy', 'fungal', 'chicken', 'earthy', 'raw', 'mushroom', 'oily', 'green'}"
2285,18938,"3,5,5-Trimethylhexan-1-ol","{'weedy', 'grassy', 'hay', 'floral', 'straw', 'earthy', 'aldehydic', 'green', 'leaf'}"
2286,19089,(2-Methoxyethyl)benzene,"{'jasmin', 'metallic', 'chrysanthemum', 'rose', 'floral', 'green'}"
2287,19309,3658-77-3,"{'sugar', 'grape', 'candy', 'strawberry', 'cotton', 'sweet', 'almond', 'caramel'}"
2288,19310,Dimethyl trisulfide,"{'fish', 'onion', 'cooked', 'sulfurous', 'savory', 'cabbage', 'meaty', 'sulfur'}"
2289,19602,2-Pentylfuran,"{'green bean', 'vegetable', 'metallic', 'butter', 'beany', 'fruity', 'earthy', 'green'}"
2290,20083,Octan-2-ol,"{'fat', 'herbal', 'spicy', 'earthy', 'mushroom', 'fresh', 'woody', 'green'}"
2291,20797,4674-50-4,"{'grapefruit peel', 'gardenia', 'grapefruit', 'woody', 'citrus'}"
2292,21057,1-Hepten-3-Ol,"{'acrylate', 'metallic', 'tomato', 'spicy', 'oily', 'green'}"
2293,21596,Butyl Heptanoate,"{'apple', 'herbal', 'cut grass', 'fruity', 'marigold'}"
2294,22201,"2,3-Dimethylpyrazine","{'leather', 'butter', 'cocoa', 'walnut', 'coffee', 'peanut butter', 'nut', 'meat', 'almond', 'peanut', 'caramel', 'nutty'}"
2295,22310,Epoxylinalool,"{'alcohol', 'fenchyl', 'camphor', 'musty'}"
2296,22311,Dipentene,"{'terpene', 'herbal', 'lemon', 'citric', 'orange', 'woody', 'camphor', 'citrus'}"
2297,22383,Dipropyl trisulfide,"{'onion', 'sulfurous', 'tropical', 'garlic', 'green'}"
2298,22386,2-Pentanol,"{'fusel', 'fermented', 'mild', 'oil', 'green'}"
2299,22873,Hexyl Hexanoate,"{'vegetable', 'apple peel', 'herbal', 'cut grass', 'fruity', 'fresh', 'peach'}"
2300,23235,Hexyl benzoate,"{'balsam', 'clean', 'sappy', 'fresh', 'woody'}"
2301,23367,Benzyl Hexanoate,"{'jasmin', 'gardenia', 'fruity', 'apricot', 'green'}"
2302,24020,Ethyl 2-methylbutyrate,"{'apple', 'sharp', 'sweet', 'fruity', 'plum', 'green'}"
2303,24115,Acetyl isobutyryl,"{'buttery', 'fatty', 'sweet', 'fruity', 'creamy'}"
2304,24197,Diethyl Malate,{''}
2305,24261,Silica,{'odorless'}
2306,24433,Butyl Anthranilate,"{'berry', 'grape', 'sweet', 'powdery', 'floral', 'fruity', 'plum', 'wine', 'petitgrain'}"
2307,24838,Hexyl 2-methylbutanoate,"{'apple', 'strawberry', 'tropical', 'waxy', 'fruity', 'spicy', 'green'}"
2308,25310,L-Rhamnose,"{'odorless', 'sweet'}"
2309,25915,2-Ethyl-5-Methylpyrazine,"{'sweet', 'fruit', 'coffee', 'bean'}"
2310,26049,3-Carene,"{'sweet', 'lemon', 'resin', 'citrus'}"
2311,26331,2-Ethylpyrazine,"{'wood', 'butter', 'cocoa', 'roasted', 'peanut butter', 'nutty', 'musty', 'peanut', 'woody', 'bitter'}"
2312,26447,Menthone,"{'herbal', 'deep', 'peppermint', 'raspberry', 'menthol', 'camphoraceous', 'camphor', 'bitter'}"
2313,26808,"2,3,5-Trimethylpyrazine","{'hazelnut', 'cocoa', 'powdery', 'roasted', 'roast', 'earthy', 'potato', 'musty', 'peanut', 'must', 'nutty'}"
2314,27866,Rose oxide,"{'geranium', 'red rose', 'spicy', 'fresh', 'green'}"
2315,27892,1-Octen-3-yl butyrate,"{'fishy', 'butter', 'fruity', 'mushroom', 'animal'}"
2316,30771,2-Cyclohexylethyl acetate,"{'plastic', 'mint', 'rose', 'plant', 'raspberry', 'green'}"
2317,30914,Acetylpyrazine,"{'bread crust', 'hazelnut', 'tomato', 'chocolate', 'coffee', 'roast', 'chip', 'corn', 'popcorn', 'nutty', 'bitter'}"
2318,31210,Butyl phenylacetate,"{'honey', 'rose', 'chocolate'}"
2319,31211,Vanillylacetone,"{'sweet', 'spicy', 'phenolic', 'vanilla', 'ginger', 'animal', 'woody', 'clove'}"
2320,31219,Benzyl Propionate,"{'berry', 'apple', 'jasmin', 'strawberry', 'balsam', 'sweet', 'fruity', 'jam', 'banana', 'jasmine', 'floral'}"
2321,31225,2-Phenylethyl propionate,"{'red rose', 'balsam', 'fruity', 'honey', 'styrax', 'floral'}"
2322,31226,3-Phenylpropyl acetate,"{'balsam', 'sweet', 'cinnamon', 'spicy', 'storax', 'bitter'}"
2323,31234,3-Phenylpropan-1-ol,"{'cinnamyl', 'fruit', 'balsam', 'hyacinth', 'sweet', 'anise', 'mignonette', 'spicy', 'cinnamon'}"
2324,31242,4-Ethylphenol,"{'castoreum', 'smoke', 'alcohol', 'guaiacol', 'phenolic', 'spice', 'phenol', 'medicinal'}"
2325,31244,4-Methoxybenzaldehyde,"{'berry', 'mimosa', 'cherry', 'balsam', 'mint', 'sweet', 'chocolate', 'powdery', 'anise', 'hawthorne', 'bitter', 'creamy', 'almond', 'cinnamon', 'vanilla', 'hawthorn', 'floral', 'minty'}"
2326,31245,2-Methylpentanal,"{'ethereal', 'fruity', 'green'}"
2327,31246,4-Heptanone,"{'cognac', 'strawberry', 'sweet', 'cheese', 'fruity', 'pineapple', 'peanut'}"
2328,31249,Diethyl Succinate,"{'apple', 'grape', 'fruit', 'ylang', 'cooked', 'cranberry', 'chocolate', 'mild', 'fruity', 'pear', 'musty', 'apricot', 'wine', 'peach'}"
2329,31251,Ethyl Nonanoate,"{'rum', 'rose', 'natural', 'tropical', 'waxy', 'fruity', 'wine'}"
2330,31253,Myrcene,"{'terpene', 'plastic', 'balsam', 'spicy', 'spice', 'must', 'balsamic', 'peppery'}"
2331,31260,3-Methyl-1-butanol,"{'fusel', 'burnt', 'whiskey', 'fruity', 'alcoholic', 'banana', 'oil', 'malt'}"
2332,31265,Ethyl caproate,"{'apple peel', 'fruit', 'sweet', 'waxy', 'fruity', 'pineapple', 'banana', 'green'}"
2333,31268,Pyrrolidine,"{'ammoniacal', 'egg', 'amine', 'animal', 'alkaline'}"
2334,31272,Butyl acetate,"{'solvent', 'ethereal', 'fruity', 'pear', 'banana'}"
2335,31276,Isoamyl Acetate,"{'solvent', 'sweet', 'fruity', 'banana', 'bitter'}"
2336,31278,Butyl Stearate,"{'mild', 'fatty', 'oily'}"
2337,31283,Ethyl tetradecanoate,"{'soapy', 'violet', 'sweet', 'orris', 'waxy', 'ether'}"
2338,31284,Methyl tetradecanoate,"{'waxy', 'orris', 'fatty', 'petal'}"
2339,31289,Nonanal,"{'orange peel', 'fishy', 'fat', 'peely', 'fatty', 'rose', 'orris', 'waxy', 'grapefruit', 'fresh', 'lime', 'aldehydic', 'green', 'citrus'}"
2340,31291,Tetradecanal,"{'citrus peel', 'musk', 'fatty', 'dry', 'flower', 'amber', 'waxy', 'wax', 'incense'}"
2341,32594,2-Isobutyl-3-Methoxypyrazine,"{'green pepper', 'bell', 'galbanum', 'pepper', 'spice', 'earth', 'pea', 'green'}"
2342,33931,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone,"{'sweet', 'candy', 'caramel', 'butterscotch'}"
2343,34286,2-Methyl-3-furanthiol,"{'coconut', 'fishy', 'metallic', 'meat', 'meaty', 'sulfury'}"
2344,35349,Ethyl Propyl Disulfide,"{'garlic', 'onion', 'sulfurous', 'green'}"
2345,42011,"3,6-Nonadien-1-ol",{''}
2346,43263,2-Pentyl butyrate,"{'herbal', 'sweet', 'fruity', 'cashew', 'banana', 'apricot'}"
2347,60979,Ethyl 4-methoxybenzoate,"{'balsam', 'aniseed', 'anise', 'tarragon', 'fruity'}"
2348,61015,Butyl laurate,"{'soapy', 'waxy', 'fruity', 'oil', 'oily', 'peanut'}"
2349,61020,3-Methyl-2-butenal,"{'brown', 'cherry', 'sweet', 'pungent', 'fruity', 'almond', 'nutty'}"
2350,61024,Octyl isobutyrate,"{'soapy', 'clean', 'waxy', 'fruity', 'creamy', 'oily', 'green'}"
2351,61030,Octyl butyrate,"{'jasmin', 'natural', 'waxy', 'fruity', 'earthy', 'creamy', 'fresh', 'oily', 'green'}"
2352,61040,Linalyl formate,"{'herbal', 'coriander', 'citrus', 'bergamot', 'rose', 'fruity', 'green', 'bitter'}"
2353,61041,Safranal,"{'metallic', 'herbal', 'tobacco', 'sweet', 'rosemary', 'herb', 'spicy', 'phenolic', 'fresh'}"
2354,61048,Isobutyl benzoate,"{'balsam', 'sweet', 'powdery', 'fruity', 'musty'}"
2355,61052,3-Phenylpropyl propionate,"{'balsam', 'hyacinth', 'mimosa', 'floral'}"
2356,61054,4-Methoxybenzyl formate,"{'anisic', 'fruity', 'seaweed', 'vanilla', 'floral'}"
2357,61098,Linalyl propionate,"{'rum', 'bergamot', 'rose', 'lily', 'fresh', 'woody'}"
2358,61126,Verbenol,"{'fresh', 'ozone', 'pine'}"
2359,61135,2-methylpropyl but-2-enoate,{''}
2360,61137,Butyl pentanoate,"{'apple', 'sweet', 'tropical', 'fruity', 'pineapple', 'raspberry', 'green'}"
2361,61151,Methyl 2-methoxybenzoate,"{'blackcurrant', 'herbal', 'hyacinth', 'fruity', 'cananga', 'floral'}"
2362,61171,S-Ethyl ethanethioate,"{'onion', 'coffee', 'fruity', 'meaty', 'garlic', 'sulfury'}"
2363,61177,Hexyl formate,"{'unripe plum', 'apple', 'sweet', 'banana'}"
2364,61184,Isopropyl butyrate,"{'estery', 'fruit', 'ripe', 'sweet', 'pungent', 'fruity', 'pineapple', 'ether'}"
2365,61185,Amyl octanoate,"{'wine', 'orris', 'sweet'}"
2366,61204,delta-Undecalactone,"{'coconut', 'fatty', 'waxy', 'fruity', 'creamy', 'peach'}"
2367,61206,Farnesylacetone,"{'fruity', 'creamy', 'wine', 'floral'}"
2368,61209,"3-Methylcyclopentane-1,2-dione",{''}
2369,61235,3-Nonanone,"{'jasmin', 'herbal', 'sweet', 'fruity', 'spicy', 'fresh', 'leaf'}"
2370,61275,Nerol oxide,"{'weedy', 'cortex', 'herbal', 'diphenyl oxide', 'celery', 'flower', 'oil', 'narcissus', 'green'}"
2371,61293,Ethyl 3-hydroxyhexanoate,"{'grape', 'fruity', 'pineapple', 'smoky', 'fresh', 'citrus'}"
2372,61303,2-Pentadecanone,"{'celery', 'fresh', 'jasmin'}"
2373,61325,4077-47-8,"{'grape', 'maple', 'mildew', 'moldy', 'mossy', 'sweet', 'fruity', 'potato', 'mushroom', 'caramel'}"
2374,61346,1-Octen-3-One,"{'dirty', 'herbal', 'metal', 'earthy', 'mushroom', 'musty'}"
2375,61362,d-Piperitone,"{'peppermint', 'minty'}"
2376,61384,2-Phenylethyl hexanoate,"{'sweet', 'waxy', 'honey', 'pineapple', 'banana', 'sweaty', 'woody', 'floral', 'green'}"
2377,61386,Isoamyl laurate,"{'brandy', 'rum', 'fatty', 'waxy', 'beer', 'wine', 'peach', 'oily'}"
2378,61455,Hexyl isovalerate,"{'strawberry', 'apple skin', 'sweet', 'unripe fruit', 'fruity', 'green'}"
2379,61503,D-Lactic acid,"{'odorless', 'acidic'}"
2380,61592,Ethyl 3-(methylthio)propionate,"{'metallic', 'pulpy', 'ripe', 'tomato', 'fruity', 'pineapple', 'sulfury'}"
2381,61641,Methyl 3-(methylthio)propionate,"{'vegetable', 'onion', 'tomato', 'sweet', 'sulfurous', 'garlic'}"
2382,61663,13679-70-4,"{'furfural', 'acetophenone', 'cherry', 'sweet', 'almond', 'woody', 'sulfur'}"
2383,61664,13679-85-1,"{'berry', 'onion', 'others', 'cabbage', 'fruity', 'must', 'sulfur'}"
2384,61665,13679-86-2,"{'herbal', 'rosemary', 'phenolic', 'spice', 'green', 'minty'}"
2385,61712,4-Ethylsyringol,{''}
2386,61780,Perillyl acetate,"{'spicy', 'herbal'}"
2387,61808,2-Isopropyl-4-methylthiazole,"{'vegetable', 'rooty', 'fruit', 'tropical', 'nut', 'earthy', 'green'}"
2388,61812,Butyl 2-methylbutyrate,"{'fruit', 'cocoa', 'chocolate', 'fruity', 'green'}"
2389,61814,"2,4-Dimethylbenzaldehyde","{'cherry', 'naphthyl', 'almond', 'spice', 'vanilla'}"
2390,61953,Theaspirane,"{'metallic', 'herbal', 'tobacco', 'tea', 'wet', 'spicy', 'woody', 'green', 'leaf'}"
2391,62013,3-(Methylthio)hexyl acetate,"{'vegetable', 'tropical', 'spicy', 'sulfury', 'green'}"
2392,62092,p-Tolyl isovalerate,"{'animal', 'sweet', 'herbal', 'tobacco'}"
2393,62321,Linalyl butyrate,"{'berry', 'sweet', 'bergamot', 'fruity', 'pear', 'banana'}"
2394,62341,1-Phenylethyl acetate,"{'herbal', 'leafy', 'sweet', 'gardenia', 'fruity', 'musty', 'rhubarb', 'floral', 'green', 'bitter'}"
2395,62350,p-Menthan-2-ol,{''}
2396,62367,Sabinene hydrate,"{'terpene', 'eucalyptus', 'green', 'minty'}"
2397,62424,2-Pentanethiol,"{'gassy', 'sulfury'}"
2398,62444,S-Methyl thiobutyrate,"{'animal', 'cheese', 'putrid', 'cabbage', 'garlic', 'sulfury'}"
2399,62445,2-Methylbutyl isovalerate,"{'soapy', 'apple', 'herbal', 'cheese', 'fruity', 'earthy', 'green'}"
2400,62453,4-Vinylphenol,"{'medical', 'chemical', 'sweet', 'phenolic', 'almond shell'}"
2401,62465,4-Ethyl-2-methoxyphenol,"{'bacon', 'phenolic', 'spicy', 'spice', 'smoky', 'clove'}"
2402,62572,Ethyl 3-hydroxybutyrate,"{'grape', 'apple skin', 'tropical', 'marshmallow', 'fruity', 'green'}"
2403,62592,Heptyl butyrate,"{'chamomile', 'sweet', 'tea', 'clean', 'tropical', 'fruity', 'floral', 'green'}"
2404,62897,Isopropenylpyrazine,"{'nutty', 'chocolate', 'roasted', 'caramellic'}"
2405,64685,Borneol,"{'woody', 'camphor', 'pine'}"
2406,65064,(-)-Epigallocatechin gallate,{'bitter'}
2407,65084,Gallocatechin,{'bitter'}
2408,65290,"3-Methyl-1,2,4-trithiane",{''}
2409,65413,3-(Methylthio)-1-hexanol,"{'vegetable', 'metallic', 'leafy', 'melon', 'sulfurous', 'pepper', 'green'}"
2410,66654,Xanthoxylin,"{'borneol', 'camphor'}"
2411,68077,Tangeretin,{'bitter'}
2412,72276,(-)-Epicatechin,{'bitter'}
2413,72277,(-)-Epigallocatechin,{'bitter'}
2414,72344,Nobiletin,{'bitter'}
2415,73750,S-Methyl thioacetate,"{'vegetable', 'cheese', 'egg', 'sulfurous', 'dairy', 'cabbage'}"
2416,75515,S-Methyl hexanethioate,"{'ethereal', 'fruity', 'green', 'tropical'}"
2417,77151,Ethyl trisulfide,"{'garlic', 'onion', 'sulfurous'}"
2418,77932,Diisopropyl disulfide,"{'alliaceous', 'onion', 'sulfurous', 'meaty', 'cabbage'}"
2419,78199,Ethyl (methylthio)acetate,"{'vegetable', 'wine_like', 'fatty', 'fruity', 'earthy', 'herbaceous', 'spicy', 'meaty', 'apricot', 'woody', 'nutty', 'floral', 'green', 'citrus'}"
2420,78484,1-Methoxyhexane,"{'herbal', 'sweet', 'fruity', 'painty', 'lavender'}"
2421,78925,2-(Methylthio)ethanol,"{'meaty', 'sulfurous'}"
2422,79023,Diosphenol,"{'leaves', 'blackcurrant', 'buchu', 'minty'}"
2423,79803,1-Pyrroline,"{'shrimp', 'ammoniacal'}"
2424,80046,Diisopropyl trisulfide,"{'garlic', 'sulfury'}"
2425,82336,Methyl 2-(dimethylamino)benzoate,"{'fruity', 'orange', 'leaf'}"
2426,84825,rosefuran,"{'mint', 'caramel', 'green', 'minty'}"
2427,85519,3-(Methylthio)propyl acetate,"{'fatty', 'ester'}"
2428,85522,Methyl (methylthio)acetate,"{'cooked', 'roasted nut', 'roasted', 'tropical', 'fruity', 'nut', 'potato', 'cooked potato'}"
2429,85704,Naringen,{'bland'}
2430,85730,14400-67-0,"{'fruity', 'caramel', 'ester'}"
2431,86609,.alpha.-Cubebene,"{'wax', 'herb', 'waxy', 'herbal'}"
2432,88454,Hexyl propionate,"{'fruit', 'melon', 'rotting', 'fruity', 'pear', 'musty', 'green'}"
2433,89316,"Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)-","{'woody', 'wood'}"
2434,89594,nicotine,{'bitter'}
2435,90246,S-Methyl 3-methylbutanethioate,"{'sharp', 'ripe', 'tomato', 'fermented', 'cheese', 'acrid', 'mushroom', 'sulfury'}"
2436,92138,Elemol,"{'wood', 'sweet', 'woody', 'green'}"
2437,93081,beta-Cubebene,"{'fruity', 'fruit', 'citrus'}"
2438,93236,"2,3,5-Trithiahexane","{'onion', 'sulfurous', 'strong'}"
2439,98497,Campholenic aldehyde,"{'herbal', 'leafy', 'amber', 'woody', 'green'}"
2440,99967,Grosheimin,{'bitter'}
2441,101010,"2-Methyl-4-propyl-1,3-oxathiane","{'tropical', 'galbanum', 'pineapple', 'tropica', 'green'}"
2442,102550,Lavender lactone,"{'fruity', 'minty'}"
2443,102611,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,"{'herbal', 'wood', 'flower', 'earthy', 'floral', 'green'}"
2444,102667,Pinocarveol,"{'herbal', 'balsam', 'pine', 'woody', 'camphor'}"
2445,102861,24851-98-7,"{'jasmin', 'lactonic', 'natural', 'tropical', 'oily', 'floral', 'green'}"
2446,107905,(-)-Epicatechin gallate,{'bitter'}
2447,107971,Daidzin,{'bitter'}
2448,111037,Alpha-Terpinyl Acetate,"{'herbal', 'citrus', 'sweet', 'bergamot', 'pine', 'wax', 'lime', 'lavender'}"
2449,123388,Ethyl methyl disulfide,"{'truffle', 'sulfurous'}"
2450,125468,Tiglic Acid,"{'sweet', 'dry', 'spicy', 'woody', 'caramel'}"
2451,141850,1-Phenylethanethiol,"{'meaty', 'floral', 'sulfurous', 'tropical'}"
2452,142266,Benzyl 3-oxobutanoate,"{'sweet', 'fruity', 'benzyl propionate', 'floral', 'benzyl acetate'}"
2453,145659,Sinensetin,{'bitter'}
2454,159055,D-Camphor,"{'herbal', 'phenolic', 'minty', 'medicinal', 'woody', 'camphor', 'bitter'}"
2455,162458,Methyl N-formylanthranilate,"{'fruity', 'grape'}"
2456,170833,Isopulegol,"{'cooling', 'medicinal', 'woody', 'minty'}"
2457,181128,Saupirin,{'bitter'}
2458,219794,5-Hydroxyoctan-4-one,"{'buttery', 'nut', 'pungent', 'sweet'}"
2459,221691,Hexyl phenylacetate,"{'sweet', 'rose', 'waxy', 'fruity', 'foliage', 'wine', 'green'}"
2460,222656,L-Malic acid,{'odorless'}
2461,226486,"4-Allyl-2,6-dimethoxyphenol","{'ham', 'sweet', 'bacon', 'burnt', 'roasted', 'flower', 'meaty', 'smoky'}"
2462,228769,Octyl isovalerate,"{'rose', 'mild', 'honey', 'warm', 'floral'}"
2463,229377,Propyl heptanoate,"{'apple', 'grape', 'strawberry', 'ripe', 'sweet', 'fruity', 'pineapple', 'pear', 'wine', 'green'}"
2464,235284,MLS002607979,{'bitter'}
2465,243783,Cyclohexyl butyrate,"{'fruity', 'apple', 'pineapple'}"
2466,246728,3-Octanone,"{'herbal', 'butter', 'sweet', 'herb', 'mushroom', 'fresh', 'resin', 'lavender'}"
2467,247573,Isobornyl acetate,"{'herbal', 'balsam', 'sweet', 'woody', 'camphor'}"
2468,249494,"3,7-Dimethyloctane-1,7-diol","{'peony', 'clean', 'mild', 'lily', 'floral', 'green'}"
2469,288227,Valencen,"{'sweet', 'asprin', 'dry', 'grapefruit', 'oily', 'orange', 'oil', 'fresh', 'woody', 'green', 'citrus'}"
2470,326240,Nomilin,{'bitter'}
2471,381152,Piperitenone,"{'phenolic', 'sharp', 'minty'}"
2472,403919,CHEBI:49249,{'balsamic'}
2473,429065,Ethyl Crotonate,{''}
2474,439246,naringenin,{'bitter'}
2475,439263,(+)-Neomenthol,"{'sweet', 'minty', 'camphoraceous', 'mentholic'}"
2476,439341,alpha-Maltose,"{'odorless', 'sweet'}"
2477,439533,Taxifolin,{'bitter'}
2478,440917,D-Limonene,"{'mint', 'sweet', 'lemon', 'orange', 'fresh', 'citrus'}"
2479,440936,arbutin,{'bitter'}
2480,441005,(+)-delta-Cadinene,"{'herbal', 'wood', 'dry', 'thyme', 'medicine', 'woody'}"
2481,441484,alpha-L-Sorbopyranose,"{'sweet', 'bitter'}"
2482,442355,AC1L9CNW,"{'woody', 'spice', 'wood'}"
2483,442428,naringin,{'bitter'}
2484,442495,(+)-Pulegone,{''}
2485,442501,(+)-alpha-Terpineol,"{'terpene', 'lilac', 'mint', 'pine', 'anise', 'oil', 'woody', 'floral', 'citrus'}"
2486,443158,(-)-Linalool,"{'deep', 'natural', 'fresh', 'woody', 'floral', 'lavender'}"
2487,444539,Cinnamic Acid,"{'balsam', 'honey', 'storax', 'sweet'}"
2488,444972,fumaric acid,"{'odorless', 'sour'}"
2489,445070,farnesol,"{'fresh', 'muguet', 'balsam', 'sweet', 'angelica', 'anise', 'waxy', 'mild', 'linden', 'grapefruit', 'orange', 'pear', 'lily', 'floral', 'clove'}"
2490,445154,resveratrol,{'bitter'}
2491,445639,oleic acid,"{'fat', 'fried', 'fatty', 'faint', 'lard', 'waxy'}"
2492,446925,Lycopene,"{'balsam', 'oriental'}"
2493,518810,3-Mercaptohexyl acetate,"{'box tree', 'tropical', 'passion fruit', 'fruity', 'pear', 'floral'}"
2494,519361,"(5xi,7xi,10xi)-eudesma-4(14),11-diene","{'herb', 'herbal'}"
2495,519382,Dihydro-beta-ionone,"{'orris', 'dry', 'amber', 'earthy', 'woody', 'mahogany'}"
2496,519786,Isopentyl isobutyrate,"{'waxy', 'fruity', 'pineapple', 'banana', 'apricot', 'green'}"
2497,519845,Methyl 3-hydroxyhexanoate,"{'ripe', 'sweet', 'juicy', 'fruity', 'pineapple', 'woody', 'oily'}"
2498,520296,delta-Tetradecalactone,"{'fatty', 'sweet', 'waxy', 'creamy', 'dairy', 'oil', 'milky'}"
2499,520326,3-Methylbutyl 2-methylbutanoate,"{'apple', 'cherry', 'sweet', 'blueberry', 'fruity', 'citrus'}"
2500,520440,1-p-Menthen-9-al,{''}
2501,521246,3-oxobutan-2-yl acetate,"{'buttery', 'sweet', 'pungent', 'creamy'}"
2502,522111,Butyl ethyl disulfide,"{'cooked', 'garlic', 'onion', 'sulfurous'}"
2503,522214,Isopropyl 2-methylbutyrate,"{'sweet', 'tropical', 'ethereal', 'fruity', 'pineapple', 'oily', 'green'}"
2504,522266,Spathulenol,"{'fruit', 'herbal', 'herb', 'fruity', 'earthy'}"
2505,522514,Linaloyl oxide,{''}
2506,522676,Isoamyl nonanoate,"{'apricot', 'fruity', 'floral', 'oily'}"
2507,524975,"2,6-Dimethoxy-4-propylphenol",{'phenolic'}
2508,526195,4-Methoxy-2-methyl-2-butanethiol,"{'blackcurrant', 'sulfurous', 'tropical', 'black currant', 'cat', 'catty', 'minty'}"
2509,529253,Acetoyl butyrate,"{'berry', 'butter', 'cheese', 'acetic', 'dried berry', 'fruity', 'creamy'}"
2510,529496,2-Heptyl butanoate,"{'vegetable', 'fruity', 'green'}"
2511,537754,3-Mercaptohexyl butyrate,"{'overripe fruit', 'sulfurous', 'tropical', 'passion fruit', 'fruity'}"
2512,560255,Ethyl 3-methylpentanoate,"{'fruity', 'pineapple'}"
2513,569214,1-Phenylethyl isobutyrate,"{'mango', 'jasmin', 'tropical', 'fruity', 'green'}"
2514,589365,Nonyl octanoate,"{'cognac', 'sweet', 'rose', 'mushroom', 'floral'}"
2515,636687,"2,6-Nonadienal","{'cucumber', 'melon', 'fresh', 'green', 'citrus'}"
2516,637195,Phytyl acetate,{''}
2517,637511,cinnamaldehyde,"{'candy', 'red hots', 'sweet', 'cinnamon', 'paint', 'spice', 'warm', 'clove'}"
2518,637520,Methyl cinnamate,"{'balsam', 'sweet', 'strawberry', 'cherry'}"
2519,637542,p-coumaric acid,"{'balsam', 'balsamic'}"
2520,637563,trans-Anethole,"{'mimosa', 'balsam', 'sweet', 'licorice', 'anise'}"
2521,637564,"2,4-Hexadienal","{'sweet', 'spicy', 'floral', 'green', 'citrus'}"
2522,637566,Geraniol,"{'geranium', 'sweet', 'rose', 'waxy', 'fruity', 'floral', 'citrus'}"
2523,637758,Ethyl Cinnamate,{''}
2524,637775,Sinapic Acid,{'odorless'}
2525,637920,Methyl propenyl ketone,"{'fruity', 'phenolic', 'acetone', 'fishy'}"
2526,638011,Citral,"{'sharp', 'mint', 'sweet', 'lemon', 'bitter', 'citrus'}"
2527,638014,Beta-Ionone,"{'violet', 'orris', 'powdery', 'dry', 'flower', 'orange', 'jam', 'seaweed', 'raspberry', 'woody', 'floral'}"
2528,638122,2-Pentenoic Acid,{''}
2529,638278,isoliquiritigenin,{'bitter'}
2530,641248,4-Hexen-1-Ol,"{'vegetable', 'metallic', 'herbal', 'tomato', 'pungent', 'musty', 'green'}"
2531,641256,"2,4-Hexadien-1-Ol","{'herbal', 'sweet', 'almond', 'musty', 'green', 'nutty'}"
